date,btcPrice,m2Supply,sp500
4/29/2024,63908.38888,1.03815E+14,5116.17
5/6/2024,63228.10313,1.04292E+14,5180.74
5/13/2024,62886.93945,1.04203E+14,5221.42
5/20/2024,71202.20259,1.039E+14,5308.13
5/27/2024,69347.81526,1.04203E+14,5306.04
6/3/2024,68833.30284,1.03976E+14,5283.4
6/10/2024,69465.93625,1.03839E+14,5360.79
6/17/2024,66483.87853,1.03669E+14,5473.23
6/24/2024,60258.95544,1.04238E+14,5447.87
7/1/2024,62835.39976,1.04368E+14,5475.09
7/8/2024,56691.91491,1.04903E+14,5572.85
7/15/2024,64734.76117,1.04673E+14,5631.22
7/22/2024,67535.19767,1.04903E+14,5564.41
7/29/2024,66867.16728,1.06108E+14,5463.54
8/5/2024,54343.62768,1.05984E+14,5186.33
8/12/2024,59394.16295,1.06122E+14,5344.39
8/19/2024,59411.51902,1.06959E+14,5608.25
8/26/2024,62983.44277,1.07134E+14,5616.84
9/2/2024,59159.02389,1.07124E+14,5528.93
9/9/2024,57135.78144,1.07291E+14,5471.05
9/16/2024,58227.46422,1.07555E+14,5633.09
9/23/2024,63336.01263,1.07944E+14,5718.57
9/30/2024,63260.04255,1.07628E+14,5762.48
10/7/2024,62416.50883,1.0675E+14,5695.94
10/14/2024,66089.75874,1.06827E+14,5859.85
10/21/2024,67440.46251,1.06494E+14,5853.98
10/28/2024,69862.52055,1.06391E+14,5823.52
11/4/2024,67779.09698,1.06237E+14,5712.69
11/11/2024,88859.99845,1.05454E+14,6001.35
11/18/2024,90587.69655,1.05295E+14,5893.62
11/25/2024,93343.02907,1.04813E+14,5987.37
12/2/2024,95726.44173,1.04814E+14,6047.15
12/9/2024,97390.19886,1.05231E+14,6052.85
12/16/2024,105855.6722,1.04747E+14,6074.08
12/23/2024,94800.75621,1.04649E+14,5974.07
12/30/2024,92523.16309,1.04525E+14,5906.94
1/6/2025,102179.5604,1.04287E+14,5975.38
1/13/2025,94375.72991,1.04552E+14,5836.22
1/20/2025,102588.9987,1.05345E+14,6049.24
1/27/2025,101907.4463,1.0566E+14,6012.28
2/3/2025,101582.4087,1.05627E+14,5994.57
2/10/2025,97375.22535,1.07012E+14,6066.44
2/17/2025,95790.511,1.06792E+14,6129.4
2/24/2025,91869.65434,1.07251E+14,5983.25
3/3/2025,86315.93055,1.07317E+14,5849.72
3/10/2025,79005.96013,1.08125E+14,5614.56
3/17/2025,84013.94752,1.08577E+14,5675.12
3/24/2025,87322.57186,1.08153E+14,5767.57
3/31/2025,82461.44963,1.08167E+14,5611.85
4/7/2025,79421.80441,1.07954E+14,5062.25
4/14/2025,84589.03241,1.10067E+14,5405.97
4/21/2025,87360.71989,1.10612E+14,5158.2
4/28/2025,95066.02119,1.10867E+14,5528.75
5/5/2025,94853.72986,1.11044E+14,5650.38
5/12/2025,102920.0747,1.10727E+14,5844.19
5/19/2025,105615.829,1.10906E+14,5963.6
5/26/2025,109371.9852,1.1176E+14,5921.2
6/2/2025,105899.6969,1.11751E+14,5935.94
6/9/2025,110198.1587,1.11804E+14,6005.88
6/16/2025,107243.9333,1.12216E+14,6033.11
6/23/2025,105496.9475,1.12229E+14,6025.17
